Order ID,Date,Time,date_time,Kiosk,Product,Qty,Subtotal,Unit Price_BD,Unit_Price_AD,Discount Applied,Total,COGS,Margin,Fridge Type,Promotion Label,,,,,,,,,,,
1589PTM2TQ,6/23/19,12:22:38 PM,12:22:38 PM,One Boston Place,Spring Mix Apple Brie,1,7.98,7.98,3.99,3.99,3.99,3,4.98,Byte,,,,,,,,,,,,
1589PTM2TQ,6/23/19,12:22:38 PM,12:22:38 PM,One Boston Place,Pulled Buffalo Chicken Bowl,1,7.98,7.98,3.99,3.99,3.99,3.5,4.48,Byte,,,,,,,,,,,,
1581PTM2NV,6/23/19,12:19:07 PM,12:19:07 PM,Waltham Watch Factory,Arugula Caprese,1,7.98,7.98,7.98,0,7.98,2.97,5.01,Byte,,,,,,,,,,,,
1581PTM2NV,6/23/19,12:19:07 PM,12:19:07 PM,Waltham Watch Factory,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,3.5,4.48,Byte,,,,,,,,,,,,
1584PTM2DG,6/23/19,12:12:52 PM,12:12:52 PM,Robins Kaplan,Arugula Caprese,1,7.98,7.98,7.98,0,7.98,2.97,5.01,Byte,,,,,,,,,,,,
1583PTM1U2,6/23/19,12:01:14 PM,12:01:14 PM,Lionbridge,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1589PTM0ZA,6/23/19,11:42:46 AM,11:42:46 AM,One Boston Place,Bottle Water,1,1.99,1.99,1,0.99,1,0,1.99,Byte,,,,,,,,,,,,
1583PTLYH1,6/23/19,10:48:37 AM,10:48:37 AM,Lionbridge,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1584PTLSMH,6/23/19,8:42:17 AM,8:42:17 AM,Robins Kaplan,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1584PTIXPE,6/21/19,7:39:14 PM,7:39:14 PM,Robins Kaplan,Spring Mix Apple Brie,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1589PTH24B,6/20/19,7:19:23 PM,7:19:23 PM,One Boston Place,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,2,2.98,Byte,,,,,,,,,,,,
1585PTGX6Z,6/20/19,5:32:59 PM,5:32:59 PM,One Financial Plaza,Trail Mix Pack Cranberry,1,1.29,1.29,1.29,0,1.29,0,1.29,Byte,,,,,,,,,,,,
1583PTGKQI,6/20/19,1:03:54 PM,1:03:54 PM,Lionbridge,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1583PTGKIL,6/20/19,12:59:09 PM,12:59:09 PM,Lionbridge,Bai Infusion Watermelon,1,3,3,3,0,3,0,3,Byte,,,,,,,,,,,,
1585PTGJQK,6/20/19,12:42:20 PM,12:42:20 PM,One Financial Plaza,Almond Energy Bites,1,4.98,4.98,4.98,0,4.98,2,2.98,Byte,,,,,,,,,,,,
1581PTGJ11,6/20/19,12:27:01 PM,12:27:01 PM,Waltham Watch Factory,Arugula Caprese,1,7.98,7.98,7.98,0,7.98,2.97,5.01,Byte,,,,,,,,,,,,
1585PTGHUS,6/20/19,12:01:40 PM,12:01:40 PM,One Financial Plaza,Spring Mix Apple Brie,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1585PTGAY2,6/20/19,9:32:26 AM,9:32:26 AM,One Financial Plaza,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1589PTG7JX,6/20/19,8:19:09 AM,8:19:09 AM,One Boston Place,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,2,2.98,Byte,,,,,,,,,,,,
1584PTF8AW,6/19/19,7:37:44 PM,7:37:44 PM,Robins Kaplan,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,1,1.98,Byte,,,,,,,,,,,,
1589PTEWWU,6/19/19,3:31:42 PM,3:31:42 PM,One Boston Place,Bai Infusion Blueberry,1,3,3,3,0,3,0,3,Byte,,,,,,,,,,,,
1585PTEWVS,6/19/19,3:31:04 PM,3:31:04 PM,One Financial Plaza,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,1,1.98,Byte,,,,,,,,,,,,
1583PTEW8I,6/19/19,3:17:06 PM,3:17:06 PM,Lionbridge,Trail Mix Pack Cranberry,1,1.29,1.29,1.29,0,1.29,0,1.29,Byte,,,,,,,,,,,,
1583PTEW8I,6/19/19,3:17:06 PM,3:17:06 PM,Lionbridge,Seasoned Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1584PTEVBZ,6/19/19,2:57:35 PM,2:57:35 PM,Robins Kaplan,Vegan Mediterranean,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1589PTEVBY,6/19/19,2:57:34 PM,2:57:34 PM,One Boston Place,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,1,1.98,Byte,,,,,,,,,,,,
1584PTEUPR,6/19/19,2:44:15 PM,2:44:15 PM,Robins Kaplan,Hard Boiled Eggs,1,3.49,3.49,3.49,0,3.49,0,3.49,Byte,,,,,,,,,,,,
1583PTERBI,6/19/19,1:30:54 PM,1:30:54 PM,Lionbridge,Zesty Burrito Bowl,1,7.98,7.98,7.98,0,7.98,1,6.98,Byte,,,,,,,,,,,,
1583PTEQE8,6/19/19,1:10:56 PM,1:10:56 PM,Lionbridge,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1585PTEQ1H,6/19/19,1:03:17 PM,1:03:17 PM,One Financial Plaza,Seasoned Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1583PTEOSZ,6/19/19,12:36:35 PM,12:36:35 PM,Lionbridge,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,3.5,4.48,Byte,,,,,,,,,,,,
1583PTEOSZ,6/19/19,12:36:35 PM,12:36:35 PM,Lionbridge,Almond Energy Bites,1,4.98,4.98,4.98,0,4.98,2,2.98,Byte,,,,,,,,,,,,
1584PTEOGR,6/19/19,12:29:15 PM,12:29:15 PM,Robins Kaplan,Hard Boiled Eggs,1,3.49,3.49,3.49,0,3.49,0,3.49,Byte,,,,,,,,,,,,
1583PTEK0M,6/19/19,10:53:10 AM,10:53:10 AM,Lionbridge,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,1,1.98,Byte,,,,,,,,,,,,
1583PTEJK7,6/19/19,10:43:19 AM,10:43:19 AM,Lionbridge,Bai Infusion Watermelon,1,3,3,3,0,3,0,3,Byte,,,,,,,,,,,,
1583PTEJEZ,6/19/19,10:40:11 AM,10:40:11 AM,Lionbridge,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,2,2.98,Byte,,,,,,,,,,,,
1583PTEI1N,6/19/19,10:10:35 AM,10:10:35 AM,Lionbridge,Dark Chocolate Overnight Oats,1,4.98,4.98,4.98,0,4.98,1,3.98,Byte,,,,,,,,,,,,
1583PTEI1N,6/19/19,10:10:35 AM,10:10:35 AM,Lionbridge,Hard Boiled Eggs,1,3.49,3.49,3.49,0,3.49,0,3.49,Byte,,,,,,,,,,,,
1584PTD176,6/18/19,3:09:06 PM,3:09:06 PM,Robins Kaplan,DrinkSimple Maple Water,1,2.98,2.98,2.98,0,2.98,0,2.98,Byte,,,,,,,,,,,,
1584PTCZZV,6/18/19,2:43:07 PM,2:43:07 PM,Robins Kaplan,Spring Mix Apple Brie,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1586PTCVRX,6/18/19,1:11:57 PM,1:11:57 PM,Staples,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,1,1.98,Byte,,,,,,,,,,,,
1586PTCVRX,6/18/19,1:11:57 PM,1:11:57 PM,Staples,Seasoned Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1585PTCUW0,6/18/19,12:52:48 PM,12:52:48 PM,One Financial Plaza,Spring Mix Apple Brie,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1589PTCUK4,6/18/19,12:45:40 PM,12:45:40 PM,One Boston Place,Sparkling Raspberry Maple Water,1,2.98,2.98,2.98,0,2.98,5,-2.02,Byte,,,,,,,,,,,,
1581PTCLCD,6/18/19,9:26:37 AM,9:26:37 AM,Waltham Watch Factory,Sparkling Raspberry Maple Water,1,2.98,2.98,2.98,0,2.98,5,-2.02,Byte,,,,,,,,,,,,
1589PTB20S,6/17/19,1:31:40 PM,1:31:40 PM,One Boston Place,Seasoned Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1589PTB0W4,6/17/19,1:07:16 PM,1:07:16 PM,One Boston Place,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,1,1.98,Byte,,,,,,,,,,,,
1586PTAYRL,6/17/19,12:21:21 PM,12:21:21 PM,Staples,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,3.5,4.48,Byte,,,,,,,,,,,,
1589PTAWQL,6/17/19,11:37:33 AM,11:37:33 AM,One Boston Place,Bottle Water,1,1.99,1.99,1.99,0,1.99,0,1.99,Byte,,,,,,,,,,,,
1589PTAT8M,6/17/19,10:21:58 AM,10:21:58 AM,One Boston Place,Hard Boiled Eggs,1,3.49,3.49,3.49,0,3.49,0,3.49,Byte,,,,,,,,,,,,
1589PT9J3C,6/16/19,5:45:12 PM,5:45:12 PM,One Boston Place,Sparkling Raspberry Maple Water,1,2.98,2.98,2.98,0,2.98,5,-2.02,Byte,,,,,,,,,,,,
1584PT9FVA,6/16/19,4:35:34 PM,4:35:34 PM,Robins Kaplan,Bottle Water,1,1.99,1.99,1.99,0,1.99,0,1.99,Byte,,,,,,,,,,,,
1581PT9EVS,6/16/19,4:14:16 PM,4:14:16 PM,Waltham Watch Factory,DrinkSimple Maple Water,1,2.98,2.98,2.98,0,2.98,0,2.98,Byte,,,,,,,,,,,,
1584PT9BWH,6/16/19,3:09:53 PM,3:09:53 PM,Robins Kaplan,Zesty Burrito Bowl,1,7.98,7.98,7.98,0,7.98,1,6.98,Byte,,,,,,,,,,,,
1589PT9A9V,6/16/19,2:34:43 PM,2:34:43 PM,One Boston Place,Seasoned Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1584PT95H3,6/16/19,12:51:03 PM,12:51:03 PM,Robins Kaplan,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,3.5,4.48,Byte,,,,,,,,,,,,
1584PT8Z1K,6/16/19,10:32:08 AM,10:32:08 AM,Robins Kaplan,Seasoned Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1584PT8Z1K,6/16/19,10:32:08 AM,10:32:08 AM,Robins Kaplan,Vegan Mediterranean,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1584PT8SUL,6/16/19,8:18:21 AM,8:18:21 AM,Robins Kaplan,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1584PT57MM,6/14/19,9:47:10 AM,9:47:10 AM,Robins Kaplan,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,2,2.98,Byte,,,,,,,,,,,,
1584PT3W3L,6/13/19,4:40:33 PM,4:40:33 PM,Robins Kaplan,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,3.5,4.48,Byte,,,,,,,,,,,,
1589PT3SK3,6/13/19,3:24:03 PM,3:24:03 PM,One Boston Place,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,3.5,4.48,Byte,,,,,,,,,,,,
1585PT3MVP,6/13/19,1:21:25 PM,1:21:25 PM,One Financial Plaza,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1585PT3MJO,6/13/19,1:14:12 PM,1:14:12 PM,One Financial Plaza,Zesty Burrito Bowl,1,7.98,7.98,7.98,0,7.98,1,6.98,Byte,,,,,,,,,,,,
1585PT39PM,6/13/19,8:36:58 AM,8:36:58 AM,One Financial Plaza,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,1,1.98,Byte,,,,,,,,,,,,
1584PT2AIF,6/12/19,7:56:39 PM,7:56:39 PM,Robins Kaplan,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,1,1.98,Byte,,,,,,,,,,,,
1589PT29UC,6/12/19,7:42:12 PM,7:42:12 PM,One Boston Place,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1581PT25LZ,6/12/19,6:10:47 PM,6:10:47 PM,Waltham Watch Factory,Hard Boiled Eggs,1,3.49,3.49,3.49,0,3.49,0,3.49,Byte,,,,,,,,,,,,
1589PT24QB,6/12/19,5:51:47 PM,5:51:47 PM,One Boston Place,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,3.5,4.48,Byte,,,,,,,,,,,,
1589PT24QB,6/12/19,5:51:47 PM,5:51:47 PM,One Boston Place,Dark Chocolate Overnight Oats,1,4.98,4.98,4.98,0,4.98,1,3.98,Byte,,,,,,,,,,,,
1581PT1YJK,6/12/19,3:38:08 PM,3:38:08 PM,Waltham Watch Factory,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,2,2.98,Byte,,,,,,,,,,,,
1584PT1VL4,6/12/19,2:34:16 PM,2:34:16 PM,Robins Kaplan,Sparkling Raspberry Maple Water,1,2.98,2.98,2.98,0,2.98,5,-2.02,Byte,,,,,,,,,,,,
1585PT1SYX,6/12/19,1:37:45 PM,1:37:45 PM,One Financial Plaza,Dark Chocolate Overnight Oats,1,4.98,4.98,4.98,0,4.98,1,3.98,Byte,,,,,,,,,,,,
1584PT1QEC,6/12/19,12:42:12 PM,12:42:12 PM,Robins Kaplan,Vegan Mediterranean,1,7.98,7.98,7.98,0,7.98,3,4.98,Byte,,,,,,,,,,,,
1584PT1PR9,6/12/19,12:28:21 PM,12:28:21 PM,Robins Kaplan,Zesty Burrito Bowl,1,7.98,7.98,7.98,0,7.98,1,6.98,Byte,,,,,,,,,,,,
1585PT1POX,6/12/19,12:26:57 PM,12:26:57 PM,One Financial Plaza,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,1.5,1.99,Byte,,,,,,,,,,,,
1585PT1ONP,6/12/19,12:04:37 PM,12:04:37 PM,One Financial Plaza,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,3.5,4.48,Byte,,,,,,,,,,,,
1589PT1CWO,6/12/19,7:50:48 AM,7:50:48 AM,One Boston Place,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,2,2.98,Byte,,,,,,,,,,,,
1588PSY4X0,6/10/19,2:05:24 PM,2:05:24 PM,Kronos,Vegetarian Harvest Bowl,1,9,9,9,0,9,3,6,Byte,,,,,,,,,,,,
1588PSY3ZM,6/10/19,1:45:22 PM,1:45:22 PM,Kronos,Vegetarian Harvest Bowl,1,9,9,9,0,9,3,6,Byte,,,,,,,,,,,,
1588PSY3TB,6/10/19,1:41:35 PM,1:41:35 PM,Kronos,Vegetarian Harvest Bowl,2,18,9,9,0,18,6,12,Byte,,,,,,,,,,,,
5c90e64cbcda9210aa246405,3/19/19,8:53:32 AM,8:53:32 AM,Tuck Fresh Fridge,0,1,0,0,0,0,0,,,ARS,none,,,,,,,,,,,
5c90ead5bcda9210aa246422,3/19/19,9:12:53 AM,9:12:53 AM,Tuck Fresh Fridge,Vegan Mediterranean,1,8,8,8,0,8,,,ARS,none,,,,,,,,,,,
5c90ec3abcda9210aa24643f,3/19/19,9:18:49 AM,9:18:49 AM,Tuck Fresh Fridge,Charcoal Lemonade,1,6,6,6,0,6,,,ARS,none,,,,,,,,,,,
5c90ec3abcda9210aa24643f,3/19/19,9:18:49 AM,9:18:49 AM,Tuck Fresh Fridge,Chicken Taco Power Bowl,1,10,10,10,0,10,,,ARS,none,,,,,,,,,,,
5c90ec3abcda9210aa24643f,3/19/19,9:18:49 AM,9:18:49 AM,Tuck Fresh Fridge,Green Juice,1,6,6,6,0,6,,,ARS,none,,,,,,,,,,,
5c90ee94bcda9210aa246472,3/19/19,9:28:52 AM,9:28:52 AM,Tuck Fresh Fridge,Charcoal Lemonade,2,12,6,6,0,12,,,ARS,none,,,,,,,,,,,
5c9968930fdacf185ce00501,3/25/19,7:47:31 PM,7:47:31 PM,Tuck Fresh Fridge,Pulled Buffalo Chicken,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9969a20fdacf185ce00525,3/25/19,7:52:02 PM,7:52:02 PM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a070d0fdacf185ce00a1c,3/26/19,7:03:41 AM,7:03:41 AM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a138f0fdacf185ce00a5b,3/26/19,7:57:03 AM,7:57:03 AM,Tuck Fresh Fridge,Spinach Cobb Salad,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a2b0b0fdacf185ce00b69,3/26/19,9:37:15 AM,9:37:15 AM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a35060fdacf185ce00c55,3/26/19,10:19:49 AM,10:19:49 AM,Tuck Fresh Fridge,Green Juice,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9a3e960fdacf185ce00d05,3/26/19,11:00:38 AM,11:00:38 AM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a40280fdacf185ce00d49,3/26/19,11:07:19 AM,11:07:19 AM,Tuck Fresh Fridge,Kale Caesar Salad,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a42430fdacf185ce00d9a,3/26/19,11:16:19 AM,11:16:19 AM,Tuck Fresh Fridge,Spring Mix Apple Brie,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a43670fdacf185ce00dec,3/26/19,11:21:11 AM,11:21:11 AM,Tuck Fresh Fridge,Green Juice,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9a45ec0fdacf185ce00e5f,3/26/19,11:31:56 AM,11:31:56 AM,Tuck Fresh Fridge,Green Juice,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9a45ec0fdacf185ce00e5f,3/26/19,11:31:56 AM,11:31:56 AM,Tuck Fresh Fridge,Kale Caesar Salad,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a4a7f0fdacf185ce00ecb,3/26/19,11:51:27 AM,11:51:27 AM,Tuck Fresh Fridge,Vegan Mediterranean,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a4cf50fdacf185ce00ee1,3/26/19,12:01:57 PM,12:01:57 PM,Tuck Fresh Fridge,Matcha Fuel Bites,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a52e30fdacf185ce00f4c,3/26/19,12:27:15 PM,12:27:15 PM,Tuck Fresh Fridge,Vegetarian Harvest Bowl,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a53b80fdacf185ce00f74,3/26/19,12:30:48 PM,12:30:48 PM,Tuck Fresh Fridge,Carrot Apple Ginger,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9a53b80fdacf185ce00f74,3/26/19,12:30:48 PM,12:30:48 PM,Tuck Fresh Fridge,Chicken Taco Power Bowl,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a59120fdacf185ce00fd1,3/26/19,12:53:37 PM,12:53:37 PM,Tuck Fresh Fridge,Carrot Apple Ginger,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9a5a900fdacf185ce01019,3/26/19,1:00:00 PM,1:00:00 PM,Tuck Fresh Fridge,Matcha Fuel Bites,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a5bdd0fdacf185ce01046,3/26/19,1:05:33 PM,1:05:33 PM,Tuck Fresh Fridge,Kale Caesar Salad,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a6b0b0fdacf185ce011f9,3/26/19,2:10:19 PM,2:10:19 PM,Tuck Fresh Fridge,Charcoal Lemonade,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9a73fb0fdacf185ce012e1,3/26/19,2:48:27 PM,2:48:27 PM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a75c10fdacf185ce01358,3/26/19,2:56:00 PM,2:56:00 PM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a760f0fdacf185ce0137f,3/26/19,2:57:19 PM,2:57:19 PM,Tuck Fresh Fridge,Green Juice,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9a7f910fdacf185ce014ac,3/26/19,3:37:52 PM,3:37:52 PM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a8cce0fdacf185ce01637,3/26/19,4:34:22 PM,4:34:22 PM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a8d580fdacf185ce01649,3/26/19,4:36:40 PM,4:36:40 PM,Tuck Fresh Fridge,Pulled Buffalo Chicken,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a8dcb0fdacf185ce0165a,3/26/19,4:38:35 PM,4:38:35 PM,Tuck Fresh Fridge,Matcha Fuel Bites,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a8f020fdacf185ce0169a,3/26/19,4:43:46 PM,4:43:46 PM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a8f8c0fdacf185ce016bd,3/26/19,4:46:03 PM,4:46:03 PM,Tuck Fresh Fridge,Vegetarian Harvest Bowl,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9a8fd60fdacf185ce016d7,3/26/19,4:47:18 PM,4:47:18 PM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a90b80fdacf185ce01718,3/26/19,4:51:04 PM,4:51:04 PM,Tuck Fresh Fridge,Pulled Buffalo Chicken,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9a948d0fdacf185ce017de,3/26/19,5:07:25 PM,5:07:25 PM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9ab28d0fdacf185ce01a91,3/26/19,7:15:25 PM,7:15:25 PM,Tuck Fresh Fridge,Dark Chocolate Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9b67510fdacf185ce02078,3/27/19,8:06:41 AM,8:06:41 AM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9b76140fdacf185ce0214c,3/27/19,9:09:40 AM,9:09:40 AM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9b7fd70fdacf185ce021b9,3/27/19,9:51:19 AM,9:51:19 AM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9b83880fdacf185ce021e3,3/27/19,10:07:04 AM,10:07:04 AM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9b88990fdacf185ce02233,3/27/19,10:28:41 AM,10:28:41 AM,Tuck Fresh Fridge,Charcoal Lemonade,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9b88990fdacf185ce02233,3/27/19,10:28:41 AM,10:28:41 AM,Tuck Fresh Fridge,Pulled Buffalo Chicken Bowl,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9b8c2d0fdacf185ce0225c,3/27/19,10:43:56 AM,10:43:56 AM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9b9a4b0fdacf185ce02364,3/27/19,11:44:11 AM,11:44:11 AM,Tuck Fresh Fridge,Celery Juice,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9b9dbd0fdacf185ce023a5,3/27/19,11:58:52 AM,11:58:52 AM,Tuck Fresh Fridge,Pulled Buffalo Chicken,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9ba4150fdacf185ce02495,3/27/19,12:25:57 PM,12:25:57 PM,Tuck Fresh Fridge,Celery Juice,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9ba4150fdacf185ce02495,3/27/19,12:25:57 PM,12:25:57 PM,Tuck Fresh Fridge,Chicken Taco Power Bowl,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9ba8b00fdacf185ce02553,3/27/19,12:45:36 PM,12:45:36 PM,Tuck Fresh Fridge,0,1,0,0,0,0,0,,,ARS,none,,,,,,,,,,,
5c9ba8f60fdacf185ce02561,3/27/19,12:46:46 PM,12:46:46 PM,Tuck Fresh Fridge,Matcha Fuel Bites,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9ba9400fdacf185ce02572,3/27/19,12:48:00 PM,12:48:00 PM,Tuck Fresh Fridge,Matcha Fuel Bites,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9bacc90fdacf185ce025eb,3/27/19,1:03:05 PM,1:03:05 PM,Tuck Fresh Fridge,Vegetarian Harvest Bowl,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9bae670fdacf185ce02636,3/27/19,1:09:59 PM,1:09:59 PM,Tuck Fresh Fridge,Chicken Taco Power Bowl,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9bb0260fdacf185ce02660,3/27/19,1:17:26 PM,1:17:26 PM,Tuck Fresh Fridge,Apple Cinnamon Overnight Oats,1,4,4,4,0,4,,,ARS,none,,,,,,,,,,,
5c9bbaa50fdacf185ce027fc,3/27/19,2:02:13 PM,2:02:13 PM,Tuck Fresh Fridge,Charcoal Lemonade,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9bbb050fdacf185ce0280c,3/27/19,2:03:49 PM,2:03:49 PM,Tuck Fresh Fridge,Charcoal Lemonade,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
5c9bd3860fdacf185ce02bf0,3/27/19,3:48:22 PM,3:48:22 PM,Tuck Fresh Fridge,Chicken Taco Power Bowl,1,7,7,7,0,7,,,ARS,none,,,,,,,,,,,
5c9bd8f20fdacf185ce02cd0,3/27/19,4:11:30 PM,4:11:30 PM,Tuck Fresh Fridge,Charcoal Lemonade,1,5,5,5,0,5,,,ARS,none,,,,,,,,,,,
