Order ID,Date,Time,date_time,Kiosk,Product,Qty,Subtotal,Unit Price_BD,Unit_Price_AD,Discount Applied,Total,COGS,Margin,Fridge Type,Promotion Label,,,,,,,,,,,
5d2c38b2e68ed94ec65ddad9,7/15/19,4:26:25 AM,4:26:25 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2c3f80e68ed94ec65ddae9,7/15/19,4:55:27 AM,4:55:27 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2c431fe68ed94ec65ddafd,7/15/19,5:10:54 AM,5:10:54 AM,South Station Fresh Fridge,Hard Boiled Eggs,1,2.98,2.98,2.98,4.44E-16,2.98,,,ARS,none,,,,,,,,,,,
5d2c431fe68ed94ec65ddafd,7/15/19,5:10:54 AM,5:10:54 AM,South Station Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2c431fe68ed94ec65ddafd,7/15/19,5:10:54 AM,5:10:54 AM,South Station Fresh Fridge,RX Bar Chocolate Sea Salt,1,2.49,2.49,2.49,0,2.49,,,ARS,none,,,,,,,,,,,
5d2c4defe68ed94ec65ddb2e,7/15/19,5:57:03 AM,5:57:03 AM,South Station Fresh Fridge,Bottle Water,2,3.98,1.99,1.99,0,3.98,,,ARS,none,,,,,,,,,,,
5d2c5752e68ed94ec65ddb45,7/15/19,6:37:06 AM,6:37:06 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2c5acce68ed94ec65ddb6b,7/15/19,6:51:56 AM,6:51:56 AM,South Station Fresh Fridge,Bottle Water,2,3.98,1.99,1.99,0,3.98,,,ARS,none,,,,,,,,,,,
5d2c5b7fe68ed94ec65ddb82,7/15/19,6:54:54 AM,6:54:54 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2c69b9e68ed94ec65ddbd1,7/15/19,7:55:37 AM,7:55:37 AM,South Station Fresh Fridge,Almond Energy Bites,1,3.79,3.79,3.79,0,3.79,,,ARS,none,,,,,,,,,,,
5d2c69b9e68ed94ec65ddbd1,7/15/19,7:55:37 AM,7:55:37 AM,South Station Fresh Fridge,Atomic Coffee - Nitro Cold Brew,1,3.98,3.98,3.98,0,3.98,,,ARS,none,,,,,,,,,,,
5d2c7cc3e68ed94ec65ddc73,7/15/19,9:16:51 AM,9:16:51 AM,Riverside Station Fresh Fridge,Hard Boiled Eggs,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2c7cc3e68ed94ec65ddc73,7/15/19,9:16:51 AM,9:16:51 AM,Riverside Station Fresh Fridge,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,-8.88E-16,7.98,,,ARS,none,,,,,,,,,,,
5d2c8013e68ed94ec65ddcc0,7/15/19,9:30:58 AM,9:30:58 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2c8013e68ed94ec65ddcc0,7/15/19,9:30:58 AM,9:30:58 AM,South Station Fresh Fridge,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2c8cd9e68ed94ec65ddd2f,7/15/19,10:25:28 AM,10:25:28 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2c8cd9e68ed94ec65ddd2f,7/15/19,10:25:28 AM,10:25:28 AM,South Station Fresh Fridge,RX Bar Chocolate Sea Salt,1,2.49,2.49,2.49,0,2.49,,,ARS,none,,,,,,,,,,,
5d2c900de68ed94ec65ddd51,7/15/19,10:39:09 AM,10:39:09 AM,South Station Fresh Fridge,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2c913de68ed94ec65ddd69,7/15/19,10:44:13 AM,10:44:13 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2c9775e68ed94ec65dddc7,7/15/19,11:10:44 AM,11:10:44 AM,South Station Fresh Fridge,Bottle Water,2,3.98,1.99,1.99,0,3.98,,,ARS,none,,,,,,,,,,,
5d2c9857e68ed94ec65dddfb,7/15/19,11:14:30 AM,11:14:30 AM,North Shore Mall Fresh Fridge,Pulled Buffalo Chicken Bowl,1,7.98,7.98,6.38,1.6,6.38,,,ARS,Employee Discount 20% off,,,,,,,,,,,
5d2c9bbce68ed94ec65dde6f,7/15/19,11:29:00 AM,11:29:00 AM,South Station Fresh Fridge,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2c9bbce68ed94ec65dde6f,7/15/19,11:29:00 AM,11:29:00 AM,South Station Fresh Fridge,Vegan Mediterranean,1,7.98,7.98,7.98,-8.88E-16,7.98,,,ARS,none,,,,,,,,,,,
5d2c9cc7e68ed94ec65ddeac,7/15/19,11:33:27 AM,11:33:27 AM,South Station Fresh Fridge,Hard Boiled Eggs,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2c9cc7e68ed94ec65ddeac,7/15/19,11:33:27 AM,11:33:27 AM,South Station Fresh Fridge,Vegan Mediterranean,1,7.98,7.98,7.98,-8.88E-16,7.98,,,ARS,none,,,,,,,,,,,
5d2c9e79e68ed94ec65ddecb,7/15/19,11:40:40 AM,11:40:40 AM,Riverside Station Fresh Fridge,Dark Chocolate Overnight Oats,1,4.98,4.98,4.98,0,4.98,,,ARS,none,,,,,,,,,,,
5d2ca395e68ed94ec65ddf31,7/15/19,12:02:28 PM,12:02:28 PM,North Shore Mall Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2ca7f6e68ed94ec65ddf7b,7/15/19,12:21:09 PM,12:21:09 PM,South Station Fresh Fridge,Harmless Coconut Water,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2caa19e68ed94ec65ddfc0,7/15/19,12:30:17 PM,12:30:17 PM,North Shore Mall Fresh Fridge,Arugula Caprese,1,7.98,7.98,6.38,1.6,6.38,,,ARS,Employee Discount 20% off,,,,,,,,,,,
5d2cab2ce68ed94ec65ddffc,7/15/19,12:34:51 PM,12:34:51 PM,South Station Fresh Fridge,Arugula Caprese,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2cab4de68ed94ec65de006,7/15/19,12:35:25 PM,12:35:25 PM,North Shore Mall Fresh Fridge,Atlas Bar - Peanut Butter,1,3.25,3.25,2.6,0.65,2.6,,,ARS,Employee Discount 20% off,,,,,,,,,,,
5d2cabc9e68ed94ec65de01f,7/15/19,12:37:28 PM,12:37:28 PM,South Station Fresh Fridge,Arugula Caprese,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2cabc9e68ed94ec65de01f,7/15/19,12:37:28 PM,12:37:28 PM,South Station Fresh Fridge,Atomic Coffee - Nitro Cold Brew,1,3.98,3.98,3.98,-4.44E-16,3.98,,,ARS,none,,,,,,,,,,,
5d2cade7e68ed94ec65de07e,7/15/19,12:46:30 PM,12:46:30 PM,South Station Fresh Fridge,Almond Energy Bites,1,3.79,3.79,3.79,0,3.79,,,ARS,none,,,,,,,,,,,
5d2cade7e68ed94ec65de07e,7/15/19,12:46:30 PM,12:46:30 PM,South Station Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2cade7e68ed94ec65de07e,7/15/19,12:46:30 PM,12:46:30 PM,South Station Fresh Fridge,RX Bar Chocolate Sea Salt,1,2.49,2.49,2.49,0,2.49,,,ARS,none,,,,,,,,,,,
5d2caf1de68ed94ec65de0c1,7/15/19,12:51:41 PM,12:51:41 PM,Riverside Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2caf6ee68ed94ec65de0d4,7/15/19,12:53:01 PM,12:53:01 PM,Riverside Station Fresh Fridge,Spring Mix Apple Brie,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2cb5f5e68ed94ec65de20d,7/15/19,1:20:53 PM,1:20:53 PM,South Station Fresh Fridge,Arugula Caprese,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2cb900e68ed94ec65de281,7/15/19,1:33:51 PM,1:33:51 PM,South Station Fresh Fridge,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2cb9eae68ed94ec65de2ba,7/15/19,1:37:45 PM,1:37:45 PM,North Shore Mall Fresh Fridge,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2cbac3e68ed94ec65de2ce,7/15/19,1:41:21 PM,1:41:21 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2cc6b6e68ed94ec65de4ff,7/15/19,2:32:21 PM,2:32:21 PM,South Station Fresh Fridge,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2cc7c7e68ed94ec65de542,7/15/19,2:36:54 PM,2:36:54 PM,Riverside Station Fresh Fridge,Zesty Burrito Bowl,1,7.98,7.98,6.38,1.6,6.38,,,ARS,FF20,,,,,,,,,,,
5d2cd557e68ed94ec65de667,7/15/19,3:34:47 PM,3:34:47 PM,South Station Fresh Fridge,Almond Energy Bites,1,3.79,3.79,3.79,0,3.79,,,ARS,none,,,,,,,,,,,
5d2cdbbee68ed94ec65de748,7/15/19,4:02:06 PM,4:02:06 PM,Riverside Station Fresh Fridge,Seasoned Chicken,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2cddfde68ed94ec65de77e,7/15/19,4:11:41 PM,4:11:41 PM,Natick Mall Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2ce53be68ed94ec65de81c,7/15/19,4:42:35 PM,4:42:35 PM,North Shore Mall Fresh Fridge,Hard Boiled Eggs,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2ce53be68ed94ec65de81c,7/15/19,4:42:35 PM,4:42:35 PM,North Shore Mall Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2ce6bae68ed94ec65de835,7/15/19,4:48:57 PM,4:48:57 PM,Natick Mall Fresh Fridge,Vegan Mediterranean,1,7.98,7.98,6.38,1.6,6.38,,,ARS,Natick Employee 20,,,,,,,,,,,
5d2cf029e68ed94ec65de8e5,7/15/19,5:29:13 PM,5:29:13 PM,Riverside Station Fresh Fridge,Kind Bar - Caramel Almond,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2cf36ee68ed94ec65de93c,7/15/19,5:43:10 PM,5:43:10 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2cf4c9e68ed94ec65de96b,7/15/19,5:48:56 PM,5:48:56 PM,South Station Fresh Fridge,Almond Energy Bites,1,3.79,3.79,3.79,0,3.79,,,ARS,none,,,,,,,,,,,
5d2cf8c5e68ed94ec65de9c4,7/15/19,6:05:56 PM,6:05:56 PM,Riverside Station Fresh Fridge,Dark Chocolate Overnight Oats,1,4.98,4.98,3.986740028,0.993259972,3.986740028,,,ARS,FF20,,,,,,,,,,,
5d2cf8c5e68ed94ec65de9c4,7/15/19,6:05:56 PM,6:05:56 PM,Riverside Station Fresh Fridge,Sparkling Raspberry Maple Water,1,2.29,2.29,1.833259972,0.456740028,1.833259972,,,ARS,FF20,,,,,,,,,,,
5d2d04b7e68ed94ec65deab7,7/15/19,6:56:54 PM,6:56:54 PM,South Station Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2d06bae68ed94ec65deaf3,7/15/19,7:05:29 PM,7:05:29 PM,Natick Mall Fresh Fridge,GoGo AppleCinnamon,2,2.98,1.49,1.49,0,2.98,,,ARS,none,,,,,,,,,,,
5d2d1b95e68ed94ec65dec94,7/15/19,8:34:28 PM,8:34:28 PM,South Station Fresh Fridge,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2d1ea0e68ed94ec65decef,7/15/19,8:47:27 PM,8:47:27 PM,South Station Fresh Fridge,Arugula Caprese,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2d285ce68ed94ec65ded9d,7/15/19,9:28:59 PM,9:28:59 PM,South Station Fresh Fridge,Atomic Coffee - Cold Brew,1,3.98,3.98,3.98,0,3.98,,,ARS,none,,,,,,,,,,,
5d2d3c09e68ed94ec65deef4,7/15/19,10:52:56 PM,10:52:56 PM,South Station Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2d4080e68ed94ec65def49,7/15/19,11:11:59 PM,11:11:59 PM,South Station Fresh Fridge,Hard Boiled Eggs,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2d41fae68ed94ec65def8b,7/15/19,11:18:17 PM,11:18:17 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2d46cae68ed94ec65defb2,7/15/19,11:38:49 PM,11:38:49 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2d525ce68ed94ec65deff3,7/16/19,12:28:11 AM,12:28:11 AM,South Station Fresh Fridge,Atlas Bar - Peanut Butter,1,3.25,3.25,1.042119565,2.207880435,1.042119565,,,ARS,10 off,,,,,,,,,,,
5d2d525ce68ed94ec65deff3,7/16/19,12:28:11 AM,12:28:11 AM,South Station Fresh Fridge,Pulled Buffalo Chicken Bowl,1,7.98,7.98,2.558804348,5.421195652,2.558804348,,,ARS,10 off,,,,,,,,,,,
5d2d525ce68ed94ec65deff3,7/16/19,12:28:11 AM,12:28:11 AM,South Station Fresh Fridge,Seasoned Chicken,1,3.49,3.49,1.119076087,2.370923913,1.119076087,,,ARS,10 off,,,,,,,,,,,
5d2d9b07e68ed94ec65df0e0,7/16/19,5:38:15 AM,5:38:15 AM,South Station Fresh Fridge,Zesty Burrito Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2da346e68ed94ec65df0fa,7/16/19,6:13:26 AM,6:13:26 AM,South Station Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2da8bee68ed94ec65df110,7/16/19,6:36:46 AM,6:36:46 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2db261e68ed94ec65df127,7/16/19,7:17:52 AM,7:17:52 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2dd929e68ed94ec65df22a,7/16/19,10:03:21 AM,10:03:21 AM,South Station Fresh Fridge,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,,,ARS,none,,,,,,,,,,,
5d2e0438e68ed94ec65df5e9,7/16/19,1:07:03 PM,1:07:03 PM,South Station Fresh Fridge,RX Bar Chocolate Sea Salt,1,2.49,2.49,2.49,0,2.49,,,ARS,none,,,,,,,,,,,
5d2e0438e68ed94ec65df5e9,7/16/19,1:07:03 PM,1:07:03 PM,South Station Fresh Fridge,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2e0438e68ed94ec65df5e9,7/16/19,1:07:03 PM,1:07:03 PM,South Station Fresh Fridge,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2e0518e68ed94ec65df63c,7/16/19,1:10:47 PM,1:10:47 PM,Natick Mall Fresh Fridge,Zesty Burrito Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2e0bc4e68ed94ec65df753,7/16/19,1:39:16 PM,1:39:16 PM,North Shore Mall Fresh Fridge,Vegan Mediterranean,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2e0f33e68ed94ec65df7d3,7/16/19,1:53:54 PM,1:53:54 PM,South Station Fresh Fridge,Vegan Mediterranean,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2e14cae68ed94ec65df8a9,7/16/19,2:17:45 PM,2:17:45 PM,Riverside Station Fresh Fridge,Pulled Buffalo Chicken Bowl,1,7.98,7.98,6.38,1.6,6.38,,,ARS,FF20,,,,,,,,,,,
5d2e1588e68ed94ec65df8ce,7/16/19,2:20:55 PM,2:20:55 PM,South Station Fresh Fridge,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2e1620e68ed94ec65df8ed,7/16/19,2:23:27 PM,2:23:27 PM,Natick Mall Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2e1620e68ed94ec65df8ed,7/16/19,2:23:27 PM,2:23:27 PM,Natick Mall Fresh Fridge,Coconut Water,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2e2288e68ed94ec65df9f8,7/16/19,3:16:24 PM,3:16:24 PM,North Shore Mall Fresh Fridge,Dark Chocolate Overnight Oats,1,4.98,4.98,3.98,1,3.98,,,ARS,Employee Discount 20% off,,,,,,,,,,,
5d2e7005e68ed94ec65e008c,7/16/19,8:47:00 PM,8:47:00 PM,Natick Mall Fresh Fridge,Atomic Coffee - Cold Brew,1,3.98,3.98,3.98,0,3.98,,,ARS,none,,,,,,,,,,,
5d2e706be68ed94ec65e00b0,7/16/19,8:48:42 PM,8:48:42 PM,Natick Mall Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2e70cce68ed94ec65e00e6,7/16/19,8:50:19 PM,8:50:19 PM,Natick Mall Fresh Fridge,GoGo AppleCinnamon,2,2.98,1.49,1.49,0,2.98,,,ARS,none,,,,,,,,,,,
5d2e8409e68ed94ec65e01ef,7/16/19,10:12:25 PM,10:12:25 PM,South Station Fresh Fridge,Harmless Coconut Water,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2e8459e68ed94ec65e0206,7/16/19,10:13:44 PM,10:13:44 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2e963fe68ed94ec65e02ee,7/16/19,11:30:06 PM,11:30:06 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2e9c75e68ed94ec65e033d,7/16/19,11:56:36 PM,11:56:36 PM,Natick Mall Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2e9d2ae68ed94ec65e035b,7/16/19,11:59:37 PM,11:59:37 PM,Natick Mall Fresh Fridge,Coconut Water,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2eb008e68ed94ec65e03e9,7/17/19,1:20:07 AM,1:20:07 AM,South Station Fresh Fridge,Bottle Water,2,3.98,1.99,1.99,0,3.98,,,ARS,none,,,,,,,,,,,
5d2eb4e5e68ed94ec65e042b,7/17/19,1:40:51 AM,1:40:51 AM,South Station Fresh Fridge,Bottle Water,2,3.98,1.99,1.99,4.44E-16,3.98,,,ARS,none,,,,,,,,,,,
5d2eb4e5e68ed94ec65e042b,7/17/19,1:40:51 AM,1:40:51 AM,South Station Fresh Fridge,Harmless Coconut Water,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2edb89e68ed94ec65e04ce,7/17/19,4:25:44 AM,4:25:44 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2edc52e68ed94ec65e04f2,7/17/19,4:29:05 AM,4:29:05 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2edc52e68ed94ec65e04f2,7/17/19,4:29:05 AM,4:29:05 AM,South Station Fresh Fridge,Harmless Coconut Water,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2edc52e68ed94ec65e04f2,7/17/19,4:29:05 AM,4:29:05 AM,South Station Fresh Fridge,RX Bar Chocolate Sea Salt,1,2.49,2.49,2.49,0,2.49,,,ARS,none,,,,,,,,,,,
5d2edf27e68ed94ec65e0529,7/17/19,4:41:10 AM,4:41:10 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2edf27e68ed94ec65e0529,7/17/19,4:41:10 AM,4:41:10 AM,South Station Fresh Fridge,Zesty Burrito Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2edfd6e68ed94ec65e0541,7/17/19,4:44:05 AM,4:44:05 AM,South Station Fresh Fridge,Bottle Water,2,3.98,1.99,1.99,0,3.98,,,ARS,none,,,,,,,,,,,
5d2eec7be68ed94ec65e056a,7/17/19,5:38:02 AM,5:38:02 AM,South Station Fresh Fridge,Almond Energy Bites,1,3.79,3.79,3.79,0,3.79,,,ARS,none,,,,,,,,,,,
5d2eec7be68ed94ec65e056a,7/17/19,5:38:02 AM,5:38:02 AM,South Station Fresh Fridge,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,,,ARS,none,,,,,,,,,,,
5d2eec7be68ed94ec65e056a,7/17/19,5:38:02 AM,5:38:02 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2f2032e68ed94ec65e06bf,7/17/19,9:18:42 AM,9:18:42 AM,North Shore Mall Fresh Fridge,Dark Chocolate Overnight Oats,1,4.98,4.98,4.98,0,4.98,,,ARS,none,,,,,,,,,,,
5d2f3569e68ed94ec65e07f6,7/17/19,10:49:12 AM,10:49:12 AM,South Station Fresh Fridge,Atlas Bar - Chocolate,1,3.25,3.25,3.25,0,3.25,,,ARS,none,,,,,,,,,,,
5d2f3569e68ed94ec65e07f6,7/17/19,10:49:12 AM,10:49:12 AM,South Station Fresh Fridge,Pulled Buffalo Chicken,1,3.49,3.49,3.49,0,3.49,,,ARS,none,,,,,,,,,,,
5d2f3569e68ed94ec65e07f6,7/17/19,10:49:12 AM,10:49:12 AM,South Station Fresh Fridge,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,-8.88E-16,7.98,,,ARS,none,,,,,,,,,,,
5d2f3752e68ed94ec65e082c,7/17/19,10:57:21 AM,10:57:21 AM,South Station Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2f46d1e68ed94ec65e096b,7/17/19,12:03:28 PM,12:03:28 PM,North Shore Mall Fresh Fridge,Zesty Burrito Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2f5099e68ed94ec65e0b06,7/17/19,12:45:12 PM,12:45:12 PM,Riverside Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2f69efe68ed94ec65e0f4b,7/17/19,2:33:18 PM,2:33:18 PM,South Station Fresh Fridge,Almond Energy Bites,1,3.79,3.79,3.79,-4.44E-16,3.79,,,ARS,none,,,,,,,,,,,
5d2f69efe68ed94ec65e0f4b,7/17/19,2:33:18 PM,2:33:18 PM,South Station Fresh Fridge,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2f7cc4e68ed94ec65e1116,7/17/19,3:53:40 PM,3:53:40 PM,North Shore Mall Fresh Fridge,Almond Energy Bites,1,3.79,3.79,3.79,0,3.79,,,ARS,none,,,,,,,,,,,
5d2f8ef5e68ed94ec65e1329,7/17/19,5:11:16 PM,5:11:16 PM,South Station Fresh Fridge,Vermont Cheddar & Grapes,1,2.98,2.98,2.98,0,2.98,,,ARS,none,,,,,,,,,,,
5d2f9642e68ed94ec65e1394,7/17/19,5:42:24 PM,5:42:24 PM,North Shore Mall Fresh Fridge,Zesty Burrito Bowl,1,7.98,7.98,6.38,1.6,6.38,,,ARS,Employee Discount 20% off,,,,,,,,,,,
5d2f981ce68ed94ec65e13aa,7/17/19,5:50:19 PM,5:50:19 PM,Riverside Station Fresh Fridge,Mamma Chia Blackberry Squeeze,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2fafa4e68ed94ec65e157a,7/17/19,7:30:44 PM,7:30:44 PM,South Station Fresh Fridge,Kombucha,1,4.49,4.49,4.49,0,4.49,,,ARS,none,,,,,,,,,,,
5d2fccffe68ed94ec65e184e,7/17/19,9:35:59 PM,9:35:59 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2fcf97e68ed94ec65e1893,7/17/19,9:47:02 PM,9:47:02 PM,South Station Fresh Fridge,Apple Cinnamon Overnight Oats,1,4.98,4.98,4.98,0,4.98,,,ARS,none,,,,,,,,,,,
5d2fcf97e68ed94ec65e1893,7/17/19,9:47:02 PM,9:47:02 PM,South Station Fresh Fridge,Vegetarian Harvest Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d2fd65ce68ed94ec65e191b,7/17/19,10:15:55 PM,10:15:55 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2fe293e68ed94ec65e19b3,7/17/19,11:08:02 PM,11:08:02 PM,South Station Fresh Fridge,Atomic Coffee - Cold Brew,1,3.98,3.98,3.98,0,3.98,,,ARS,none,,,,,,,,,,,
5d2fe59fe68ed94ec65e19fb,7/17/19,11:21:02 PM,11:21:02 PM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d2ff27fe68ed94ec65e1acd,7/18/19,12:15:58 AM,12:15:58 AM,South Station Fresh Fridge,Atlas Bar - Peanut Butter,1,3.25,3.25,3.25,0,3.25,,,ARS,none,,,,,,,,,,,
5d3003dae68ed94ec65e1bb6,7/18/19,1:30:01 AM,1:30:01 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,0,1.99,,,ARS,none,,,,,,,,,,,
5d302398e68ed94ec65e1c0d,7/18/19,3:45:28 AM,3:45:28 AM,South Station Fresh Fridge,Bottle Water,1,1.99,1.99,1.99,-2.22E-16,1.99,,,ARS,none,,,,,,,,,,,
5d302398e68ed94ec65e1c0d,7/18/19,3:45:28 AM,3:45:28 AM,South Station Fresh Fridge,Pulled Buffalo Chicken Bowl,1,7.98,7.98,7.98,0,7.98,,,ARS,none,,,,,,,,,,,
5d302398e68ed94ec65e1c0d,7/18/19,3:45:28 AM,3:45:28 AM,South Station Fresh Fridge,Vermont Cheddar & Grapes,1,3.49,3.49,3.49,-4.44E-16,3.49,,,ARS,none,,,,,,,,,,,
